state,longitude,mean,min,max
Alabama,-87.51,123.86621527777777,20.131944444444443,324.0763888888889
Alabama,-87.5,125.61430555555555,17.29861111111111,310.1944444444445
Alabama,-87.49,126.55902777777777,21.506944444444446,300.0486111111111
Alabama,-87.48,126.56105902777777,22.680555555555557,285.625
Alabama,-87.47,126.10383680555556,21.805555555555557,283.8055555555556
Alabama,-87.46,125.80314236111113,19.29861111111111,301.3541666666667
Alabama,-87.45,127.07513888888887,15.409722222222221,291.8958333333333
Alabama,-87.44,127.44217013888887,21.01388888888889,295.6805555555556
Alabama,-87.43,127.71699652777778,23.23611111111111,309.2083333333333
Alabama,-87.42,126.71550347222221,26.118055555555557,302.0625
Alabama,-87.41,127.14614583333332,24.652777777777782,296.8333333333333
Alabama,-87.4,128.19628472222223,23.284722222222218,299.3611111111111
Alabama,-87.39,127.38097222222223,23.52083333333333,283.9166666666667
Alabama,-87.38,126.46345486111113,26.118055555555557,290.4375
Alabama,-87.37,126.50609375,26.11111111111111,296.6111111111111
Alabama,-87.36,128.42578125,28.277777777777782,310.1736111111111
Alabama,-87.35,130.21550347222222,27.694444444444446,296.09027777777777
Alabama,-87.34,129.48881944444446,27.01388888888889,311.75
Alabama,-87.33,129.66161458333332,26.659722222222218,305.7986111111111
Alabama,-87.32,130.21362847222224,27.034722222222218,308.5486111111111
Alabama,-87.31,130.5450694444445,27.88888888888889,296.9513888888889
Alabama,-87.3,129.92708333333337,27.368055555555557,292.8333333333333
Alabama,-87.29,128.69267361111108,26.493055555555557,299.4375
Alabama,-87.28,129.20706597222218,25.88888888888889,290.47222222222223
Alabama,-87.27,127.84189640768587,26.45833333333333,295.0486111111111
Alabama,-87.26,127.34095655806179,26.57638888888889,299.21527777777777
Alabama,-87.25,125.7886208576998,26.64583333333333,279.0833333333333
Alabama,-87.24,125.66807644110277,27.652777777777782,282.2013888888889
Alabama,-87.23,125.97847048175993,28.256944444444446,268.3125
Alabama,-87.22,127.3148322194375,27.47916666666667,276.0208333333333
Alabama,-87.21,127.6924603174603,28.125,281.0416666666667
Alabama,-87.2,127.64661654135338,29.07638888888889,289.15277777777777
Alabama,-87.19,128.36922166527427,28.22916666666667,296.40277777777777
Alabama,-87.18,127.8355263157895,26.58333333333333,299.2083333333333
Alabama,-87.17,128.2715469228627,26.75,289.7291666666667
Alabama,-87.16,128.80143065998328,23.1875,289.7291666666667
Alabama,-87.15,131.1036097187413,25.784722222222218,300.15972222222223
Alabama,-87.14,132.5006961849067,24.930555555555557,291.2430555555556
Alabama,-87.13,133.24785923141184,26.284722222222218,294.4791666666667
Alabama,-87.12,133.72302283486493,26.97916666666667,296.7013888888889
Alabama,-87.11,133.01402812587023,26.27083333333333,284.59722222222223
Alabama,-87.1,132.89464981899192,25.555555555555557,288.9861111111111
Alabama,-87.09,132.6953494848232,27.70138888888889,289.40277777777777
Alabama,-87.08,134.87534809245338,27.097222222222218,293.59027777777777
Alabama,-87.07,135.43629908103594,27.368055555555557,294.9791666666667
Alabama,-87.06,136.5347048175995,29.29861111111111,306.75
Alabama,-87.05,136.85844820384293,30.98611111111111,313.4375
Alabama,-87.04,136.76395850737956,30.58333333333333,316.03472222222223
Alabama,-87.03,136.52132066276806,31.77083333333333,309.625
Alabama,-87.02,138.15234266221108,32.861111111111114,314.1180555555556
Alabama,-87.01,140.6688596491228,33.229166666666664,321.84027777777777
Alabama,-87.0,141.39764341409074,32.416666666666664,324.15277777777777
Alabama,-86.99,141.5929406850459,33.49305555555556,321.5833333333333
Alabama,-86.98,141.83509120022276,31.6875,332.6111111111111
Alabama,-86.97,142.9310254803676,31.0625,325.6319444444445
Alabama,-86.96,144.13817529935955,33.46527777777778,311.0138888888889
Alabama,-86.95,144.63913255360623,32.61805555555556,311.6805555555556
Alabama,-86.94,145.72688666109718,34.94444444444444,306.9305555555556
Alabama,-86.93,145.5559210526316,32.861111111111114,310.6388888888889
Alabama,-86.92,145.20511347813982,35.375,305.2916666666667
Alabama,-86.91,144.98689431913118,36.34722222222222,302.0486111111111
Alabama,-86.9,144.9330792258424,35.15972222222222,300.6388888888889
Alabama,-86.89,146.7186890838207,35.513888888888886,305.84722222222223
Alabama,-86.88,147.16360345307712,36.77777777777778,301.5763888888889
Alabama,-86.87,146.85258284600388,37.77777777777778,303.5486111111111
Alabama,-86.86,149.74218532442214,37.41666666666666,324.2638888888889
Alabama,-86.85,151.81290030632138,37.798611111111114,315.3611111111111
Alabama,-86.84,151.23684210526315,37.458333333333336,328.4513888888889
Alabama,-86.83,150.81998398774715,38.47916666666666,342.8680555555556
Alabama,-86.82,150.90892160957952,40.576388888888886,338.9791666666667
Alabama,-86.81,150.87400793650792,38.84027777777778,345.42361111111114
Alabama,-86.8,152.86662837649678,38.1875,330.0
Alabama,-86.79,154.8584482038429,40.444444444444436,341.9930555555556
Alabama,-86.78,155.75938109161794,41.305555555555564,331.0625
Alabama,-86.77,156.24655388471174,41.54166666666666,346.1805555555556
Alabama,-86.76,157.4802979671401,40.770833333333336,341.3611111111111
Alabama,-86.75,158.60404483430798,42.0625,332.0763888888889
Alabama,-86.74,159.05724380395432,44.048611111111114,333.2083333333333
Alabama,-86.73,159.9494917850181,44.35416666666666,340.4583333333333
Alabama,-86.72,160.03564466722358,42.083333333333336,331.3611111111111
Alabama,-86.71,159.93151280980229,42.78472222222222,318.2638888888889
Alabama,-86.7,160.75144458368143,45.39583333333334,359.86111111111114
Alabama,-86.69,161.61833402951825,45.29166666666666,345.13888888888886
Alabama,-86.68,161.80308409913673,43.14583333333334,346.6180555555556
Alabama,-86.67,162.88979392926763,44.25,357.04861111111114
Alabama,-86.66,164.3273461431356,42.5,376.64583333333326
Alabama,-86.65,167.58751044277358,44.625,370.47916666666674
Alabama,-86.64,169.160992759677,43.16666666666666,379.70138888888886
Alabama,-86.63,170.6811647173489,44.611111111111114,393.8819444444445
Alabama,-86.62,172.34737886382618,44.89583333333334,395.02083333333326
Alabama,-86.61,173.51653439153438,45.305555555555564,388.72222222222223
Alabama,-86.6,171.79779309384568,43.84027777777778,397.52777777777777
Alabama,-86.59,171.3815789473684,43.611111111111114,383.27083333333326
Alabama,-86.58,170.31718184349762,44.8125,403.48611111111114
Alabama,-86.57,171.2093950153161,45.02777777777778,359.2569444444445
Alabama,-86.56,171.09118281815648,45.048611111111114,363.63888888888886
Alabama,-86.55,170.86253829016988,45.243055555555564,382.375
Alabama,-86.54,171.03449596212758,40.506944444444436,453.98611111111114
Alabama,-86.53,172.69209482038434,44.76388888888889,448.3819444444445
Alabama,-86.52,174.5418407128933,45.91666666666666,485.22916666666674
Alabama,-86.51,171.68501113895854,47.08333333333334,456.71527777777777
Alabama,-86.5,167.96929824561403,43.944444444444436,374.26388888888886
Alabama,-86.49,166.46435533277642,44.40972222222222,369.95833333333326
Alabama,-86.48,168.96461640211638,48.46527777777778,394.6805555555555
Alabama,-86.47,167.74255082149816,44.381944444444436,390.4444444444445
Alabama,-86.46,167.60985797827902,45.423611111111114,392.83333333333326
Alabama,-86.45,167.50845864661653,46.07638888888889,411.52083333333326
Alabama,-86.44,168.82852965747705,44.53472222222222,410.54166666666674
Alabama,-86.43,169.073969646338,46.91666666666666,414.09027777777777
Alabama,-86.42,166.57398705096068,46.131944444444436,411.76388888888886
Alabama,-86.41,165.8929093567251,46.53472222222222,445.63888888888886
Alabama,-86.4,168.61400027847398,44.548611111111114,454.86111111111114
Alabama,-86.39,171.81352687273738,44.66666666666666,453.52083333333326
Alabama,-86.38,173.55653021442498,44.0,484.08333333333326
Alabama,-86.37,173.81323099415206,44.63888888888889,466.9930555555555
Alabama,-86.36,175.47909704817602,44.63888888888889,517.7777777777778
Alabama,-86.35,180.42402882205516,44.03472222222222,532.3125
Alabama,-86.34,178.79572194374828,46.506944444444436,505.02083333333326
Alabama,-86.33,174.32993943191312,44.97222222222222,538.1527777777778
Alabama,-86.32,174.92992898913948,45.555555555555564,530.0416666666666
Alabama,-86.31,177.29361598440548,45.923611111111114,535.1666666666666
Alabama,-86.3,181.49646686159844,45.5625,531.1805555555555
Alabama,-86.29,181.6398461431356,45.54166666666666,533.6388888888888
Alabama,-86.28,178.9692808409914,44.70833333333334,510.4444444444445
Alabama,-86.27,178.06519771651352,43.53472222222222,494.84027777777777
Alabama,-86.26,177.38236215538845,43.90972222222222,534.1319444444445
Alabama,-86.25,176.1880569479254,44.90972222222222,499.04166666666674
Alabama,-86.24,177.91503063213588,44.90277777777778,469.02083333333326
Alabama,-86.23,179.40608465608466,46.361111111111114,469.4930555555555
Alabama,-86.22,180.6006857421331,47.88888888888889,461.66666666666674
Alabama,-86.21,187.56505847953215,44.27083333333334,506.72916666666674
Alabama,-86.2,187.90951336675025,48.28472222222222,534.0555555555555
Alabama,-86.19,184.69000626566415,49.194444444444436,505.35416666666674
Alabama,-86.18,183.75502993595097,50.29166666666666,493.27083333333326
Alabama,-86.17,185.09085213032586,48.83333333333334,501.59027777777777
Alabama,-86.16,184.9821254525202,49.14583333333334,519.5069444444445
Alabama,-86.15,186.0525793650793,48.91666666666666,519.2847222222222
Alabama,-86.14,187.94754246727933,48.65972222222222,532.9930555555555
Alabama,-86.13,186.85726468950156,44.15277777777778,528.6041666666666
Alabama,-86.12,186.844246031746,48.08333333333334,536.8333333333334
Alabama,-86.11,186.80111737677532,46.361111111111114,520.1527777777778
Alabama,-86.1,189.41398635477586,43.375,530.5972222222222
Alabama,-86.09,191.47982804232802,43.3125,536.5555555555555
Alabama,-86.08,190.87285923141187,41.770833333333336,527.8958333333334
Alabama,-86.07,189.90256892230576,40.173611111111114,520.8958333333334
Alabama,-86.06,187.4923227247348,40.60416666666666,528.8472222222222
Alabama,-86.05,188.45049902289227,39.34027777777778,503.40277777777777
Alabama,-86.04,188.23776870463433,37.256944444444436,495.1319444444445
Alabama,-86.03,189.4270833333333,37.395833333333336,497.34027777777777
Alabama,-86.02,189.62508724176442,36.375,523.0416666666666
Alabama,-86.01,192.69969639866002,36.993055555555564,511.09722222222223
Alabama,-86.0,192.33249581239534,38.951388888888886,501.0625
Alabama,-85.99,191.93198632049138,39.618055555555564,505.08333333333326
Alabama,-85.98,193.5514900893356,37.645833333333336,499.36111111111114
Alabama,-85.97,193.4669528196538,36.020833333333336,483.10416666666674
Alabama,-85.96,192.6700865438303,30.972222222222218,457.95833333333326
Alabama,-85.95,191.38353224455608,33.0625,469.59027777777777
Alabama,-85.94,189.68950656058067,35.604166666666664,420.79861111111114
Alabama,-85.93,188.87370882188725,34.94444444444444,449.09722222222223
Alabama,-85.92,190.1922808486879,36.618055555555564,441.07638888888886
Alabama,-85.91,194.33260050251255,41.236111111111114,451.8680555555555
Alabama,-85.9,195.59397682858742,33.583333333333336,457.41666666666674
Alabama,-85.89,197.25879396984925,33.59027777777778,473.88888888888886
Alabama,-85.88,199.43395798436632,34.104166666666664,521.0833333333334
Alabama,-85.87,201.40698283082074,30.70833333333333,527.7708333333334
Alabama,-85.86,202.86198352875488,31.45138888888889,518.2083333333334
Alabama,-85.85,203.4041038525963,31.590277777777782,516.5069444444445
Alabama,-85.84,203.55812046342828,32.84027777777778,648.9652777777778
Alabama,-85.83,205.61500209380242,33.451388888888886,633.0277777777778
Alabama,-85.82,210.2958542713568,37.25,640.7777777777778
Alabama,-85.81,210.901765773311,37.15277777777778,658.5208333333334
Alabama,-85.8,209.21780778894475,36.27777777777778,528.3819444444445
Alabama,-85.79,209.2784059184813,36.520833333333336,469.76388888888886
Alabama,-85.78,211.23815256839757,36.444444444444436,462.64583333333326
Alabama,-85.77,213.35903475711896,39.625,518.2986111111112
Alabama,-85.76,215.3850502512563,40.673611111111114,468.6180555555555
Alabama,-85.75,216.5218104410944,40.625,522.6180555555555
Alabama,-85.74,219.26809394193185,44.90277777777778,550.9652777777778
Alabama,-85.73,219.44205402010053,43.72222222222222,490.72222222222223
Alabama,-85.72,218.8918900055834,43.15277777777778,501.65972222222223
Alabama,-85.71,215.53397194304858,45.756944444444436,498.27777777777777
Alabama,-85.7,213.61536850921271,45.22222222222222,518.7222222222222
Alabama,-85.69,214.28086613623677,47.02777777777778,524.4930555555555
Alabama,-85.68,216.80053042992745,48.40277777777778,501.76388888888886
Alabama,-85.67,218.3283082077052,53.055555555555564,508.58333333333326
Alabama,-85.66,220.6840626744836,54.51388888888889,511.01388888888886
Alabama,-85.65,222.3769193188163,54.82638888888889,508.11111111111114
Alabama,-85.64,223.4108563651592,57.04166666666666,526.1944444444445
Alabama,-85.63,223.7427938302624,57.88888888888889,529.5555555555555
Alabama,-85.62,223.5564454215522,59.47222222222222,521.5138888888888
Alabama,-85.61,223.01781476828592,61.680555555555564,506.04166666666674
Alabama,-85.6,220.7859736322617,60.22222222222222,527.0347222222222
Alabama,-85.59,217.23737860611251,55.58333333333334,546.5972222222222
Alabama,-85.58,215.75415943287038,59.45138888888889,564.625
Alabama,-85.57,216.83690633245385,62.743055555555564,580.8958333333334
Alabama,-85.56,215.4162210338681,59.54166666666666,573.8541666666666
Alabama,-85.55,214.50118563685643,62.305555555555564,562.3888888888888
Alabama,-85.54,210.09624923687423,62.28472222222222,575.6527777777778
Alabama,-85.53,206.415625,65.61805555555556,554.4930555555555
Alabama,-85.52,203.33834115805942,62.85416666666666,490.4444444444445
Alabama,-85.51,199.75995172522948,59.15972222222222,491.38888888888886
Alabama,-85.5,199.7371748554913,52.70138888888889,470.84722222222223
Alabama,-85.49,200.1414548712936,50.736111111111114,442.48611111111114
Alabama,-85.48,200.02202851961758,51.95833333333334,468.77083333333326
Alabama,-85.47,200.72330990629186,55.60416666666666,472.54166666666674
Alabama,-85.46,199.9279009514101,49.6875,449.29166666666674
Alabama,-85.45,201.85069444444443,47.3125,406.76388888888886
Alabama,-85.44,203.5470119172801,49.10416666666666,494.72222222222223
Alabama,-85.43,203.6131365740741,54.125,494.6180555555555
Alabama,-85.42,204.24642598624683,54.743055555555564,454.9375
Alabama,-85.41,202.4030767108168,54.618055555555564,411.52777777777777
Alabama,-85.4,200.54306958473626,51.111111111111114,404.77083333333326
Alabama,-85.39,198.2647002672776,47.75,410.35416666666674
Alabama,-85.38,194.37519425019426,45.78472222222222,400.10416666666674
Alabama,-85.37,189.98249007936508,47.14583333333334,397.8194444444445
Alabama,-85.36,186.2731565656566,44.63888888888889,407.3194444444445
Alabama,-85.35,184.00066872427985,46.4375,414.9375
Alabama,-85.34,181.44716981132078,45.548611111111114,426.77777777777777
Alabama,-85.33,177.56714743589745,42.444444444444436,427.4444444444445
Alabama,-85.32,174.7990740740741,43.20138888888889,432.7430555555555
Alabama,-85.31,171.23877777777778,41.256944444444436,444.34722222222223
Alabama,-85.3,166.6354875283447,44.15277777777778,421.15972222222223
Alabama,-85.29,160.67659143518517,46.79166666666666,397.47222222222223
Alabama,-85.28,154.65180260047282,44.40277777777778,372.11111111111114
Alabama,-85.27,149.32847222222222,42.326388888888886,326.6805555555556
Alabama,-85.26,143.32477678571428,41.736111111111114,284.59027777777777
Alabama,-85.25,137.86158675799086,39.46527777777778,250.0
Alabama,-85.24,134.04643691588785,40.84027777777778,247.67361111111111
Alabama,-85.23,129.5503056884636,42.4375,234.79861111111111
Alabama,-85.22,125.18259803921568,42.6875,233.06944444444446
Alabama,-85.21,121.26755304299276,46.298611111111114,224.84027777777774
Alabama,-85.2,118.32887161773172,46.70833333333334,220.6875
Alabama,-85.19,115.6079713356974,46.881944444444436,226.1875
Alabama,-85.18,114.88732078853049,49.75,219.625
Alabama,-85.17,111.76006006006006,49.805555555555564,209.09722222222226
Alabama,-85.16,108.11648250460405,51.77083333333334,206.65972222222226
Alabama,-85.15,105.25073711980137,50.375,202.91666666666663
Alabama,-85.14,102.01342072409487,52.45833333333334,208.69444444444446
Alabama,-85.13,100.8251488095238,48.548611111111114,204.01388888888889
Alabama,-85.12,99.46639066951569,41.576388888888886,204.93055555555557
Alabama,-85.11,95.05133061383059,42.083333333333336,187.36111111111111
Alabama,-85.1,92.18191189236113,38.555555555555564,171.11111111111111
Alabama,-85.09,93.02540204678364,45.0625,157.8125
Alabama,-85.08,91.1555036344756,43.27777777777778,152.30555555555554
Alabama,-85.07,89.51236979166669,36.263888888888886,180.59722222222226
Alabama,-85.06,90.45535714285714,39.611111111111114,185.76388888888889
Alabama,-85.05,98.53606630824372,37.958333333333336,181.01388888888889
Alabama,-85.04,101.47712418300651,35.208333333333336,168.88194444444446
Alabama,-85.03,99.9731087470449,34.201388888888886,173.95833333333337
Alabama,-85.02,95.62177002583981,36.60416666666666,158.75694444444446
Alabama,-85.01,87.6608187134503,34.201388888888886,130.51388888888889
Arizona,-114.81,27.44444444444445,25.73611111111111,28.32638888888889
Arizona,-114.8,27.520254629629637,25.472222222222218,30.08333333333333
Arizona,-114.79,28.685019841269842,25.54861111111111,31.256944444444446
Arizona,-114.78,29.73935185185185,25.27083333333333,40.75
Arizona,-114.77,30.02907986111111,25.222222222222218,42.680555555555564
Arizona,-114.76,32.19883040935673,26.67361111111111,44.5
Arizona,-114.75,63.835858585858595,27.32638888888889,372.0
Arizona,-114.74,116.46850198412695,26.805555555555557,372.0
Arizona,-114.73,161.359466374269,27.368055555555557,435.98611111111114
Arizona,-114.72,182.8546195652174,27.91666666666667,499.34027777777777
Arizona,-114.71,191.81361607142856,27.159722222222218,631.5138888888888
Arizona,-114.7,211.18711948249617,27.090277777777782,902.4791666666665
Arizona,-114.69,237.9371008939974,27.125,963.9722222222223
Arizona,-114.68,253.96689590075516,29.159722222222218,1023.6666666666665
Arizona,-114.67,265.15843837535016,32.541666666666664,893.8819444444445
Arizona,-114.66,273.631889329806,31.95138888888889,880.2083333333335
Arizona,-114.65,299.0449857026144,32.77777777777778,992.25
Arizona,-114.64,336.58898809523805,38.576388888888886,1292.3541666666667
Arizona,-114.63,334.91718426501035,41.84722222222222,1371.8819444444443
Arizona,-114.62,344.44320436507934,40.430555555555564,1442.104166666667
Arizona,-114.61,357.90976101800123,36.59027777777778,1432.451388888889
Arizona,-114.6,369.815915915916,36.875,1272.8333333333333
Arizona,-114.59,374.05351517754866,37.395833333333336,1159.6458333333333
Arizona,-114.58,377.23092868988385,37.388888888888886,1020.2777777777777
Arizona,-114.57,379.3373842592592,38.576388888888886,941.9097222222223
Arizona,-114.56,388.54616945712837,38.65277777777778,939.1388888888887
Arizona,-114.55,390.81592551071253,38.75,988.2222222222223
Arizona,-114.54,399.7654012345679,38.96527777777778,1163.201388888889
Arizona,-114.53,392.4781746031746,38.72916666666666,1322.9166666666667
Arizona,-114.52,382.1695692274306,38.47916666666666,1473.1319444444446
Arizona,-114.51,384.0347485269361,39.75,1508.9652777777776
Arizona,-114.5,380.4829271961492,42.333333333333336,1398.2847222222224
Arizona,-114.49,381.083455165692,43.006944444444436,1290.2430555555557
Arizona,-114.48,379.8119492337165,42.90277777777778,1167.826388888889
Arizona,-114.47,384.5039179804805,43.09027777777778,1085.7430555555557
Arizona,-114.46,385.63051936301133,43.79166666666666,1062.4583333333333
Arizona,-114.45,397.34975358422935,44.243055555555564,1097.736111111111
Arizona,-114.44,410.7872795414463,45.673611111111114,1190.201388888889
Arizona,-114.43,416.0249056927297,47.77083333333334,1135.951388888889
Arizona,-114.42,427.0904048102981,50.048611111111114,1283.5416666666667
Arizona,-114.41,441.7844065656565,49.243055555555564,1314.5833333333333
Arizona,-114.4,456.5213115435795,49.111111111111114,1370.1805555555557
Arizona,-114.39,472.8270295965608,47.39583333333334,1365.6944444444443
Arizona,-114.38,481.22063840155954,48.53472222222222,1314.111111111111
Arizona,-114.37,495.6310011239563,49.180555555555564,1294.1666666666667
Arizona,-114.36,508.9165257648954,49.46527777777778,1334.2222222222224
Arizona,-114.35,519.0193394702842,50.65972222222222,1440.7222222222224
Arizona,-114.34,524.7680354267311,50.09722222222222,1330.986111111111
Arizona,-114.33,526.0199275362319,50.3125,1336.2777777777776
Arizona,-114.32,527.5824502247912,51.194444444444436,1384.1944444444446
Arizona,-114.31,526.1434047848426,52.09027777777778,1300.423611111111
Arizona,-114.3,528.3632385998716,53.298611111111114,1351.2291666666667
Arizona,-114.29,530.8351196210662,54.0625,1408.25
Arizona,-114.28,532.417006884406,54.79166666666666,1447.6944444444446
Arizona,-114.27,535.396947628144,56.006944444444436,1491.541666666667
Arizona,-114.26,540.072038633461,56.57638888888889,1513.729166666667
Arizona,-114.25,547.4615277777776,57.194444444444436,1422.4305555555554
Arizona,-114.24,555.0035612535612,57.41666666666666,1449.1597222222224
Arizona,-114.23,563.1435645517677,57.923611111111114,1503.354166666667
Arizona,-114.22,567.3322347771501,58.986111111111114,1548.263888888889
Arizona,-114.21,567.8521047307812,59.368055555555564,1706.958333333333
Arizona,-114.2,568.5049658597145,60.13888888888889,1930.958333333333
Arizona,-114.19,569.9415153631285,60.54166666666666,1969.930555555556
Arizona,-114.18,568.7838373345644,61.368055555555564,1806.4027777777774
Arizona,-114.17,568.8823472989566,61.861111111111114,1813.048611111111
Arizona,-114.16,568.9771499238965,62.54166666666666,1859.645833333333
Arizona,-114.15,574.7658757190434,63.368055555555564,1897.541666666667
Arizona,-114.14,583.2722371967653,64.28472222222223,1920.361111111111
Arizona,-114.13,587.3706275720164,65.0763888888889,1870.201388888889
Arizona,-114.12,599.4108918128655,65.47916666666667,1785.8680555555554
Arizona,-114.11,607.5243327531186,66.2638888888889,1673.5625
Arizona,-114.1,612.4456922743055,67.1111111111111,1601.263888888889
